txNum,latency,startTime,readCount,writeCount,queryType,concurrentlyExecutingTxNum
698,229,769725,3,4,4,5,
699,2,769725,3,4,4,7,
700,177,769725,19,19,3,6,
701,80,769725,19,19,3,7,
702,63,769725,3,4,4,6,
703,64,769725,17,17,3,6,
704,12,769725,21,21,3,4,
705,1,769725,3,4,4,1,
706,19,769725,23,23,3,4,
707,18,769725,3,4,4,3,
708,7,769725,13,13,3,6,
709,1,769725,3,4,4,4,
710,6,769725,3,4,4,5,
711,15,769725,15,15,3,4,
712,19,769725,27,27,3,3,
713,14,769725,3,4,4,4,
714,12,769725,17,17,3,5,
715,10,769725,17,17,3,6,
716,1,769725,3,4,4,0,
717,2,769725,3,4,4,0,
718,5,769725,15,15,3,1,
719,9,769725,3,4,4,2,
720,11,769725,19,19,3,2,
721,0,769725,3,4,4,2,
722,16,769725,25,25,3,5,
723,4,769725,3,4,4,2,
724,5,769725,3,4,4,3,
725,17,769725,27,27,3,5,
726,17,769725,33,33,3,5,
727,128,769725,25,25,3,6,
728,24,769725,15,15,3,6,
729,0,769725,3,4,4,5,
730,51,769725,29,29,3,6,
731,38,769725,19,19,3,7,
732,51,769725,17,17,3,7,
733,108,769725,29,29,3,8,
734,85,769725,31,31,3,8,
735,86,769725,3,4,4,9,
736,38,769725,3,4,4,7,
737,25,769725,3,4,4,8,
738,104,769725,3,4,4,8,
739,2,769725,3,4,4,8,
740,8,769725,3,4,4,9,
741,86,769725,21,21,3,8,
742,1,769725,3,4,4,6,
743,86,769725,33,33,3,7,
744,42,769725,23,23,3,8,
745,75,769725,29,29,3,8,
746,22,769725,15,15,3,9,
747,94,769725,3,4,4,5,
748,48,769725,29,29,3,9,
749,51,769725,31,31,3,8,
750,34,769725,23,23,3,8,
751,56,769725,3,4,4,6,
752,22,769725,25,25,3,8,
753,23,769725,3,4,4,8,
754,50,769725,3,4,4,4,
755,11,769725,3,4,4,8,
756,9,769725,3,4,4,9,
757,21,769725,27,27,3,8,
758,36,769725,17,17,3,4,
759,27,769725,3,4,4,5,
760,19,769725,25,25,3,7,
761,20,769725,3,4,4,6,
762,9,769725,17,17,3,8,
763,13,769725,3,4,4,8,
764,26,769725,29,29,3,1,
765,1,769725,3,4,4,1,
766,17,769725,17,17,3,4,
767,17,769725,3,4,4,4,
768,14,769725,13,13,3,4,
769,0,769725,3,4,4,4,
770,16,769725,23,23,3,3,
771,1,769725,3,4,4,5,
772,6,769725,3,4,4,4,
773,229,769725,3,4,4,6,
774,7,769725,3,4,4,5,
775,13,769725,21,21,3,4,
776,198,769725,3,4,4,4,
777,198,769725,3,4,4,4,
778,314,769725,3,4,4,6,
779,208,769725,17,17,3,3,
780,191,769725,3,4,4,6,
781,201,769725,3,4,4,5,
782,218,769725,3,4,4,4,
783,184,769725,3,4,4,6,
784,210,769725,3,4,4,5,
785,17,769726,17,17,3,4,
786,15,769726,25,25,3,5,
787,26,769726,31,31,3,6,
788,34,769726,33,33,3,6,
789,30,769726,25,25,3,7,
790,36,769726,29,29,3,7,
791,95,769726,19,19,3,7,
792,27,769726,29,29,3,8,
793,28,769726,3,4,4,9,
794,19,769726,25,25,3,8,
795,24,769726,3,4,4,8,
796,17,769726,27,27,3,9,
797,11,769726,15,15,3,8,
798,19,769726,3,4,4,9,
799,29,769726,23,23,3,9,
800,50,769726,3,4,4,8,
801,52,769726,3,4,4,9,
802,20,769726,29,29,3,9,
803,17,769726,23,23,3,8,
804,22,769726,3,4,4,9,
805,7,769726,3,4,4,9,
806,33,769726,3,4,4,8,
807,35,769726,3,4,4,8,
808,7,769726,3,4,4,8,
809,9,769726,3,4,4,9,
810,10,769726,3,4,4,9,
811,27,769726,27,27,3,9,
812,22,769726,23,23,3,8,
813,2,769726,3,4,4,8,
814,17,769726,27,27,3,7,
815,16,769726,3,4,4,8,
816,7,769726,3,4,4,7,
817,13,769726,3,4,4,7,
818,46,769726,29,30,3,8,
819,39,769726,29,29,3,8,
820,48,769726,3,4,4,7,
821,3,769726,3,4,4,8,
822,4,769726,3,4,4,7,
823,35,769726,23,23,3,8,
824,32,769726,31,31,3,9,
825,33,769726,23,23,3,8,
826,17,769726,21,21,3,7,
827,33,769726,31,31,3,7,
828,24,769726,29,29,3,8,
829,37,769726,31,31,3,9,
830,11,769726,3,4,4,8,
831,14,769726,3,4,4,8,
832,23,769726,31,31,3,9,
833,3,769726,3,4,4,8,
834,11,769726,21,21,3,8,
835,10,769726,3,4,4,8,
836,7,769726,3,4,4,8,
837,56,769726,29,29,3,6,
838,42,769726,25,25,3,8,
839,20,769726,3,4,4,9,
840,45,769726,27,27,3,8,
841,36,769726,3,4,4,7,
842,45,769726,3,4,4,7,
843,41,769726,27,27,3,8,
844,20,769726,17,17,3,9,
845,28,769726,15,15,3,9,
846,37,769726,33,33,3,5,
847,25,769726,29,29,3,9,
848,25,769726,25,25,3,6,
849,13,769726,17,17,3,7,
850,0,769726,3,4,4,8,
851,15,769726,29,29,3,4,
852,11,769726,21,21,3,5,
853,2,769726,3,4,4,0,
854,2,769726,3,4,4,1,
855,3,769726,3,4,4,2,
856,2,769726,3,4,4,2,
857,18,769726,23,23,3,3,
858,19,769726,3,4,4,2,
859,0,769726,3,4,4,4,
860,11,769726,17,17,3,4,
861,3,769726,3,4,4,4,
862,3,769726,3,4,4,4,
863,10,769726,3,4,4,4,
